id,video id,author,author id,text,label,annotator notes,text_length,vader_compound,vader_pos,vader_neu,vader_neg,vader_label,textblob_polarity,textblob_subjectivity,textblob_label,INSULT,PROFANITY,SEVERE_TOXICITY,TOXICITY,IDENTITY_ATTACK,THREAT
UgyA3DE2As0gBG0HMTB4AaABAg,icPhxHmW6V4,@raztv8687,UCnyWOsfnDD5ynH08lwjE3sw,Blowing walls is a tactic used by special forces in CQB and sadly hamas uses hospitals as weapon storages and terror bases,I,"Confidence: High | The comment describes military tactics and then states that Hamas uses hospitals as weapon storages and terror bases, framing Hamas's actions negatively and justifying potential military responses from Israel.",122,-0.6908,0.093,0.619,0.289,negative,-0.0714285714285714,0.7857142857142857,neutral,0.04852104,0.017299367,0.0063705444,0.17285149,0.08666438,0.054947287
UgxaVDL98rnCmmi2uwZ4AaABAg.9vuY8oD0Dbc9wf-pRLYYmg,_NGYXypCgrc,@caboosej8749,,"@@user-oe1rn4ce1p yea, the ones killing and kidnapping old ladies and babies...",I,"Confidence: High | The comment refers to 'killing and kidnapping old ladies and babies,' which is a common accusation leveled against Hamas and often used to justify Israel's actions as self-defense. This phrasing strongly aligns with a pro-Israel narrative.",79,-0.6597,0.0,0.694,0.306,negative,0.1,0.2,neutral,0.18977246,0.119731516,0.05473421,0.4269174,0.07591068,0.5195707
UgyCzWquSvJhKH4Thlx4AaABAg,I5DhlfRfG5g,@ronaldreagan5205,UCbDZrp4iSvBZJrxDcmxG8wA,Palestine? It ceases to exist,I,"Confidence: High | The comment directly implies the non-existence of Palestine, which is a strong indicator of a pro-Israel stance that dismisses Palestinian claims or statehood.",29,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.0818789,0.09292633,0.022064678,0.3389984,0.37292135,0.13633445
UgysXnGJ19VSKPLuE1V4AaABAg.9y_Od_UivEs9y_lcJVG-GT,QoootWe2xkw,@os1806,,"Bro all you know about this war is from social media, you dont know what its like to fight againts terrorist, dont lecture the world about something that you clearly do not know about",I,"Confidence: High | The comment defends the perspective of fighting terrorists and criticizes those who 'lecture the world' based on social media knowledge, implying a justification for Israel's actions against Hamas.",183,-0.8283,0.113,0.629,0.259,negative,-0.0083333333333333,0.2249999999999999,neutral,0.077136256,0.03690237,0.0061035156,0.23451406,0.01766643,0.017846745
UgzE0ovqUivv9GVJx2F4AaABAg,rPs7Jv7OAOA,@srigalagame881,UCMplVy8q53PcAGvJ9lXlNoQ,CHANEL PRO ISRAEL. SKIPP BOSSKU,I,"Confidence: High | The comment 'CHANEL PRO ISRAEL. SKIPP BOSSKU' explicitly labels the channel as 'PRO ISRAEL' and advises skipping it, indicating the commenter's stance is against this pro-Israel content and likely in opposition to Israel.",31,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.16831873,0.15459715,0.02444411,0.36095104,0.35624164,0.050744623
Ugy-1PF0qRPeqQYwED94AaABAg,zePtk8FcMFI,@yalchinadi6535,UCub62oLMea7MY58nr-oeFOQ,learn history plssssssssss palestine flag exist only in1965,I,"Confidence: Medium | The comment 'learn history plssssssssss palestine flag exist only in1965' suggests a revisionist historical narrative that delegitimizes Palestinian claims, implicitly supporting the Israeli narrative by questioning the historical existence of Palestinian statehood symbols.",59,0.0,0.0,1.0,0.0,neutral,0.0,1.0,neutral,0.036809623,0.034146797,0.008811951,0.2396185,0.18158256,0.010550622
UgyYSMt7TQeRptrIkw54AaABAg.9y4Epg1d_Lp9yZCDMAVdSo,TZRcQDHGgKg,@xplicitgoofy1015,,"@@Muhammad-sx7wr You clearly don’t know anything about Judaism lol. It is easy to just “convert to Judaism” as Jewish people were the most oppressed people in Europe, in fact it was actually quite the opposite. Many people left Judaism to convert to Christianity to stop being oppressed. Those that remained true to their religion are those that are Jewish. So quit yapping please. 

Also the people living there before were the Israelites. The reason why they went into Egypt in the fast place is to take a detour because the land was strict with a major famine for 7 years so many Israelites went to Egypt as a deal was made that they can stay there for 7 years by the pharaoh. The pharaoh however later enslaved the Israelites and they remained into Egypt much longer until Moses came. But before they went into Egypt, they came from that land.",I,"Confidence: Medium | This comment discusses the historical origins and religious significance of Judaism and Israelites in the land, which implicitly supports the historical claims of Jewish people to the land, often a component of pro-Israel arguments, though it doesn't directly state support for Israel's current actions.",847,0.1742,0.059,0.892,0.049,positive,0.2278645833333333,0.3416666666666667,positive,0.191015,0.08064143,0.014188796,0.3127066,0.34000012,0.0116639575
UgxKsRm_UukuwuAyZHh4AaABAg.9xWEF6WOt859xtLNK0Mxep,vIuP3q08sHU,@thestic6349,,"@@Nimrod85 First, Palestine is not under Israeli control, that's part of the whole conflict, y'know. Second, you only need to stamp a passport when entering a different *nation*, however, as I have already stated, Palestine is not recognized as nation. Palestine refers to a particular region not under the control of any nation, nor a nation itself. Places like that exist elsewhere, too, though they're mostly small islands in international waters.",I,"Confidence: High | The comment argues that 'Palestine is not under Israeli control, that's part of the whole conflict' and then states that 'Palestine is not recognized as nation,' which aligns with an Israeli narrative that questions Palestinian statehood and sovereignty. It also refutes the idea of Palestinian control.",450,0.0516,0.034,0.935,0.031,positive,0.0458333333333333,0.3833333333333333,neutral,0.014884921,0.022969801,0.002861023,0.056016337,0.052490227,0.00899713
Ugx3QGYYMujGzAjkSR54AaABAg,_pbB1IxjF34,@Chandankumar-qw6hb,UCVNJTapuWcSBgA11e2nwqSw,No ceasefire,I,"Confidence: Medium | Saying 'No ceasefire' in the context of this conflict often implies support for continued military action, which in this specific discourse is more commonly associated with a pro-Israel stance seeking to dismantle Hamas and its capabilities.",12,-0.296,0.0,0.312,0.688,negative,0.0,0.0,neutral,0.010020891,0.017777596,0.002412796,0.03781283,0.0045322375,0.016292779
UgwrgDfPkjwxjQjl8FF4AaABAg,nxa7ARv33Sg,@asa1973100,UCUIrmztUbI6ynpn5qHD-ZCA,Oh bless … has the October 7 baklava run out ?,I,"Confidence: High | The comment sarcastically refers to the 'October 7 baklava run,' referencing the Hamas attack. The tone is mocking and dismissive of Palestinian concerns, implying they are engaging in frivolous activities after a significant attack, which is a form of pro-Israel sentiment.",46,0.4215,0.219,0.781,0.0,positive,0.0,0.0,neutral,0.0151129225,0.017504321,0.0016021729,0.039226998,0.0037367835,0.008531082
UgzLoATCfx_iEuhpH7F4AaABAg,rPs7Jv7OAOA,@mediakabarindonesia9625,UCzvTpT_dKaw4EUxXiJqchqA,"ARAB SAUDI TELAH MEMBERI LEBEL BAHWA HAMAS ADALAH TERORIS, HANYA NEGARA KONOHA YANG BODOH YANG MEMBELA HAMAS",I,Confidence: High | The comment states Saudi Arabia labeled Hamas as terrorists and calls countries that defend Hamas 'stupid'. This directly aligns with and supports Israel's stance against Hamas and criticizes those who do not.,108,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.6109131,0.38483799,0.20067264,0.6989911,0.50588524,0.0347677
Ugy2Wk6g71mBYr25Got4AaABAg,6R_llaRoclI,@Mr.Brownstone66,UCA7OBMqQE0N88dKVQJcdAUA,people will listen to this and more of Travelingisraelinfo's videos and still side with the violent musl1ms,I,"Confidence: High | The comment directly labels people who side with 'the violent musl1ms' as misguided, implying support for the opposing side (Israel) and a strong negative view of Palestinians.",107,-0.5994,0.0,0.804,0.196,negative,-0.15,0.75,negative,0.26957804,0.19155724,0.023645958,0.46716887,0.5135796,0.13815513
UgyZJ7X-fW4dWAQWAL94AaABAg,TZRcQDHGgKg,@user-mn6jz2sr5n,UC2UtGahEqK4y9ZVMqJBrLgQ,This is a propaganda post againt israel .,I,"Confidence: High | The comment directly labels the post as 'propaganda against israel,' indicating a defensive stance and support for Israel.",41,-0.25,0.0,0.778,0.222,negative,-0.1,0.1,neutral,0.031146556,0.027820412,0.0051879883,0.17545098,0.16801116,0.010835429
UgztgRJX8AMjs6N6p6Z4AaABAg,kbQLe9tBuak,@GA-yh3ge,UCbRZ-Btypx1iHiKQb6u3j2g,"Hamas must stop to use child shields, murders",I,"Confidence: High | The comment states 'Hamas must stop to use child shields, murders.' This directly criticizes Hamas's actions, implying that Hamas is responsible for the violence and their tactics are unacceptable. This aligns with an Israeli perspective that Hamas is the aggressor and uses civilians as shields.",45,-0.7351,0.0,0.492,0.508,negative,0.0,0.0,neutral,0.123407245,0.13697,0.023076924,0.3389984,0.31307843,0.2836219
UgwA_MafBMoq2AjvMk94AaABAg,pGMcHz5DUmE,@JayJayBee76,UCM3Jjq9Ib1_t6RgVppaabmA,"Tommy getting blamed already for inciting violence for weekend’s remembrance parade, how 2 faced British media is they let terrorists march by the thousands through our streets shouting for the death of all Jews & there supporters yet the police or msm won’t condem it but Tommy says support OUR HEROES an it’s inciting violence.
Rock on Tommy Robinson",I,"Confidence: High | The comment expresses strong support for Tommy Robinson and criticizes the British media for perceived bias against him, while also framing the situation in a way that implicitly supports a pro-Israel narrative by mentioning 'terrorists' and 'death of all Jews'. The phrase 'Rock on Tommy Robinson' further solidifies this support.",352,-0.494,0.143,0.66,0.197,negative,-0.125,0.1166666666666666,negative,0.14331897,0.02836696,0.015221698,0.30502358,0.28034934,0.14169718
Ugz5-YuqjQhyYHTAKMZ4AaABAg,8KaF81-2oa8,@deannasage5491,UCxg1ImBPMudEGXVwjojWA-A,God bless you for saving this precious puppy God bless you Israel and all the IDF soldiers I've been praying for you since October 7th and I will pray for you always I stand with Israel forever and always and I hope to come there someday blessings from Pennsylvania USA❤,I,"Confidence: High | The comment expresses strong support for Israel and the IDF, stating 'I stand with Israel forever and always' and mentioning prayers since October 7th.",270,0.981,0.413,0.587,0.0,positive,0.5,1.0,positive,0.012186904,0.023516348,0.0038146973,0.05131592,0.021585498,0.0115345
UgzSQWULxarH24699iR4AaABAg,apiFdpIP8iE,@ravikumars6028,UC1rQCiC5I3zn4oQ1p4aDi7w,Have you reported same thing when Hamas attacked the Israel...,I,"Confidence: High | The question 'Have you reported same thing when Hamas attacked the Israel...' implies that the reporting or discussion is biased and not adequately addressing Hamas's actions, thereby defending or implicitly supporting Israel's perspective.",62,-0.4588,0.0,0.75,0.25,negative,0.0,0.125,neutral,0.02193286,0.01846078,0.005455017,0.15158679,0.10221587,0.06787856
Ugz_EBfK1kOpQHthpYN4AaABAg,W-SxYatNvlM,@SevonSeas,UC3f6DGO5Zl2dA1Lgfm2cT7A,"desperate news....
1$rael beg america and western allies for sure.",I,"Confidence: Medium | The comment uses '1$rael' which is a common derisive spelling. The phrase 'begs America and western allies' suggests a critical view of Israel's position and reliance on external support, implying a negative sentiment towards Israel without explicitly supporting Palestine.",66,0.0,0.183,0.635,0.183,neutral,-0.0333333333333333,0.6296296296296297,neutral,0.018774498,0.0137468055,0.0022506714,0.06579731,0.03636306,0.0089712385
UgxP4yclhUDSCcLKaH54AaABAg,3hFD4Q2Ivto,@zepreytuah1616,UC8btPa92w3rjcyrnGr6uiKA,"Fuck, Bustard, stupiid, idiot for Israel😂😂",I,"Confidence: High | The comment uses derogatory language ('Fuck, Bustard, stupiid, idiot') specifically directed 'for Israel'. This is a highly negative and aggressive statement towards Israel, implying strong opposition to Israel, and therefore, by extension, support for its adversaries. The use of 'for Israel' might be ironic or sarcastic in its phrasing, but the overall sentiment is clearly anti-Israel.",42,-0.25,0.27,0.355,0.376,negative,-0.6000000000000001,0.7,negative,0.87225974,0.9205162,0.61604184,0.9749944,0.57150364,0.1115629
UgzGez0atuhSLVTr_3h4AaABAg,BjUcVolBN6o,@jennk1947,UCyXKsiklYOggJ2FtzVqf4Eg,Don't care what the Palastenian Hamas Ministry of lies says.,I,"Confidence: High | The comment dismisses information from the 'Palestenian Hamas Ministry of lies,' indicating a strong distrust of Palestinian sources and a clear alignment with an anti-Hamas/pro-Israel sentiment.",60,-0.6628,0.0,0.596,0.404,negative,0.0,0.0,neutral,0.34032786,0.058946952,0.01159668,0.37340668,0.28034934,0.009307829
UgzAD1CFYhixCMioJ6J4AaABAg,XYxHVExRLpI,@ThinkBeingThanks,UCeN45VTSs0o2giz9FvMVADw,"1960. Everyone was from egypt, jordann and lebanon. the fake identity was forced on them from 1 day to the next. It is Genocide to call them ""palestinians"" and erasing their herritage and ancestry.",I,"Confidence: High | The comment argues that 'Palestinians' are a 'fake identity' forced upon people and calls the term 'Genocide.' This is a strong rhetorical statement that questions the very existence and legitimacy of Palestinian identity, aligning with narratives that support Israeli claims over Palestinian ones.",197,-0.7269,0.0,0.84,0.16,negative,-0.2666666666666666,0.3999999999999999,negative,0.06739554,0.03690237,0.012130737,0.2854835,0.3072352,0.13161413
UgzAzTs4HuZU2KaalMF4AaABAg.9yp_clIWhs59yq2C5_Yen5,QVfD3XjZcS8,@soltantio,,"​@@ahmedh4848I don't know, maybe agree one of the many many times it was offered to them? How do you expect Israelis to act to people who want to wipe them off the face of the Earth?",I,"Confidence: High | This comment directly addresses the previous comment criticizing the IDF and frames the conflict from an Israeli perspective, questioning how Israelis should act when faced with those who 'want to wipe them off the face of the Earth'.",182,-0.2892,0.034,0.9,0.065,negative,0.5,0.5,positive,0.09563028,0.1352073,0.018836858,0.32712606,0.35624164,0.2566701
Ugx_UprxVtI8wQNroQ54AaABAg,HisQgD0N2jA,@valq661,UCBqpoEeKQFHJvW1UbeqpEUA,Better warning than what the jews got from the heinous terrorist group murderers!,I,"Confidence: High | The comment contrasts a 'better warning' with the 'heinous terrorist group murderers' and the experience of Jews, framing Israel's actions as justified self-defense against terrorism. This clearly supports Israel's position.",81,-0.8687,0.123,0.381,0.496,negative,0.625,0.5,positive,0.4710501,0.26645362,0.16960317,0.5885171,0.5983441,0.3077799
UgyJTjc0bgrgY1K3dmx4AaABAg,ktAc39_WaTI,@zacharyparsley3141,UCdnSZnTGQsraGlbpv01ZD7Q,They support terrorists 😂,I,"Confidence: Medium | The comment 'They support terrorists 😂' is highly likely to be critical of a group associated with Palestine, as the term 'terrorists' is often used in discourse critical of Palestinian militant groups. The laughing emoji suggests derision towards those accused of supporting terrorists.",25,0.128,0.394,0.242,0.364,positive,0.0,0.0,neutral,0.18977246,0.10116278,0.017739398,0.36456755,0.15731181,0.045572113
Ugzg2bPRNuIQoYsaGD14AaABAg,w3K4POi92Kw,@qualitydigitalvision,UCfoQfMVknvtwE5CTBrOtdlg,God 🙏 bless Israel Hindustan friendship long live,I,"Confidence: High | The comment expresses a desire for 'Israel Hindustan friendship' and 'God bless Israel', clearly indicating support for Israel.",49,0.7783,0.565,0.435,0.0,positive,0.0431818181818181,0.45,neutral,0.009013886,0.0166845,0.0020313263,0.019980038,0.010729378,0.007909686
UgyZUjn29EDhxE6IZKh4AaABAg,XaeGL77OQeE,@SanC-89191,UCNzGMbv0qqkf7nXhLuj_ZVg,"Proud of you young men, love you all, brave!",I,"Confidence: High | The comment expresses pride and admiration ('Proud of you young men, love you all, brave!') towards individuals associated with the conflict. Given the likely context of the video (as indicated by comments 4198 and 4199 from the same video), this is almost certainly referring to Israeli soldiers or individuals, thus indicating support for Israel.",44,0.8999,0.647,0.353,0.0,positive,0.6,0.75,positive,0.008462882,0.01535229,0.0015640259,0.015142105,0.005364689,0.008414571
Ugxv0BTmYvQP4l_l6LZ4AaABAg,Muhml936EKE,@imeldagonzalez7661,UCozs7oBo6RyD6nBtOMxiX2Q,"SR.JESÚS PROTEGE A TU PUEBLO ISRAEL 🇮🇱, AMÉN 🙏🙏🙏",I,Confidence: High | The comment is a prayer for Jesus to protect Israel ('SR.JESÚS PROTEGE A TU PUEBLO ISRAEL 🇮🇱'). This directly expresses support and a desire for Israel's protection.,48,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.007664877,0.010587076,0.0011110306,0.011120965,0.0049577127,0.005922511
Ugwo4CZoC-QHKwrFu2p4AaABAg,z3Mh32ysFOw,@rohitchowhan37,UCWh4nvzuZyvRpTT6hdwIt-w,India should learn from Israel ❤,I,"Confidence: High | The comment explicitly states 'India should learn from Israel ❤', indicating support and admiration for Israel.",32,0.6369,0.412,0.588,0.0,positive,0.0,0.0,neutral,0.028722567,0.028230323,0.007095337,0.15435068,0.13591312,0.0103175985
Ugwa9YVFvHQrSYp-YRB4AaABAg,z3Mh32ysFOw,@AntaBaskeyOfficial,UCRH3wcjvtvDSwLWWkfVtOPg,India should learn from Israel 👏,I,"Confidence: High | The comment explicitly states that India should 'learn from Israel,' indicating support for Israel's actions or model.",32,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.030485468,0.027683776,0.0075912476,0.14950264,0.1232452,0.010602405
Ugzm50kndAr2dIDdqKd4AaABAg,uOvP3J3QBtU,@jackhigdon6200,UCG-GGqr2LRATn0u4e_4XhVA,"No they declared war on hamas,free Israel",I,"Confidence: High | The comment explicitly states 'free Israel,' indicating support for Israel's position and well-being.",41,-0.7269,0.0,0.45,0.55,negative,0.0,0.0,neutral,0.021675033,0.025497584,0.0062179565,0.11388343,0.09245483,0.028379176
UgztNUPGniMTPA1b2NV4AaABAg,CfD0ReGmqic,@user-in9kk1tf9z,UCE51nLtnz8lqcBMIajs6d-g,As an Israeli I hope this claim will be investigated,I,"Confidence: Medium | The comment begins with 'As an Israeli', which indicates a perspective from someone identifying with Israel. The hope for an investigation suggests a desire for truth and due process, which can be seen as a neutral stance or one that implicitly trusts in Israeli institutions to investigate claims.",52,0.4404,0.244,0.756,0.0,positive,0.0,0.0,neutral,0.010362893,0.019895468,0.0016784668,0.03781283,0.024801146,0.010084574
UgxhSuHeIi2Ho4NHNGJ4AaABAg,sJ1pfMoXbK8,@Nverrd,UC_BAiCc4cC-dFJ2zKBxhB2A,israel is against the hamas not palenstine learn your stuff mage,I,"Confidence: Medium | The comment attempts to distinguish between Hamas and Palestine, suggesting that Israel's conflict is solely with Hamas and not the Palestinian people. This framing often aligns with narratives that support Israel's right to defend itself against Hamas while implying a less adversarial stance towards the general Palestinian population, thus indirectly supporting Israel's position.",64,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.071116626,0.05168226,0.00869751,0.25462922,0.23239216,0.012130005
UgxPGNcJeLdtuIR3Y2l4AaABAg,47PdIE9npEI,@EXORCISTIESOUSCHRISTOSNIKA,UCRxaNl3_Adv0zsAS6_1aLRw,"“BIG MISTAKE, STAY OUT OF GAZA, HELP ISRAEL NOT SATAN “ !",I,"Confidence: High | The comment explicitly advises to 'STAY OUT OF GAZA, HELP ISRAEL NOT SATAN'. This strongly supports Israel and frames Gaza as something to be opposed or not helped, aligning with a pro-Israel stance.",57,0.1511,0.221,0.593,0.186,positive,0.0,0.1,neutral,0.26957804,0.26600444,0.045767322,0.47119883,0.44690517,0.06593887
UgysXzfL0zf2OARj-Vt4AaABAg,aEJNEOt3CZs,@1978TAR,UCta8xu01JVTkUIgjfuh2aGw,👮👮‍♂️👮🤘🇺🇲I LOVE THE REAL❤️ JEWS🇺🇲👮‍♂️👮👮,I,"Confidence: High | The comment expresses strong positive sentiment towards 'the real Jews' using emojis associated with support and patriotism (flags, police officer emojis often used for security forces). The capitalization and repetition of 'LOVE' convey enthusiastic support, which in the context of the Israel-Hamas war, typically aligns with a pro-Israel viewpoint, especially when coupled with expressions of national pride (🇺🇲).",39,0.7125,0.165,0.835,0.0,positive,0.5,0.6,positive,0.025413504,0.059948977,0.01322045,0.13908891,0.10221587,0.01187109
UgxBZkDe5E3353TmkK54AaABAg,ypTI49HWjuA,@essie249,UC1TROnB-zmMQ2Ztmhcf_usA,We stand with isreal a's say no to terrorism,I,"Confidence: High | The comment states 'We stand with isreal a's say no to terrorism,' which is a clear expression of support for Israel and opposition to terrorism, aligning with a pro-Israel stance in the conflict.",44,0.3536,0.285,0.544,0.171,positive,0.0,0.0,neutral,0.01632893,0.023994578,0.003452301,0.09525062,0.052944973,0.014738814
UgxZxAtAUxvXWyzAoU54AaABAg.9yNbrJn7KGk9yn5mrM4Ma0,VjqmwDbD8HM,@TaaminYisrael,,"⁠@@McoloRiforeverhe was born in Judea, the region was named Palestine 100 years after Jesus’s time due to the bar kochba revolt. The Romans changed the name to humiliate the Jewish population",I,"Confidence: High | This comment provides historical information about the naming of Judea/Palestine, framing the Roman renaming as an act to 'humiliate the Jewish population'. This narrative supports an Israeli perspective on historical claims to the land.",191,-0.5423,0.0,0.896,0.104,negative,-0.0625,0.1875,neutral,0.070799805,0.13432594,0.015996376,0.2854903,0.34974504,0.13633445
UgyMzILQBJp-qzbNM_R4AaABAg,8KaF81-2oa8,@karensmith9134,UCIugo40V3usZM-y4A2uoI9g,I know you do!!! We are with you. 💙,I,Confidence: High | The comment 'I know you do!!! We are with you. 💙' follows comments that are clearly supportive of Israel (often using blue hearts to represent Israel). This sentiment of solidarity indicates support for Israel.,35,0.7249,0.361,0.639,0.0,positive,0.0,0.0,neutral,0.0069143726,0.012312118,0.0008535385,0.008796243,0.0029043318,0.0070552654
UgyMRn20xjDSmLQG1UV4AaABAg,QDVgXCPArGI,@user-zu8ie1qt3b,UCBwH-uVLbhgnv9TvaVNOyWw,I started with Israel Love from 🇮🇳❤️🇮🇱,I,"Confidence: High | The comment states 'Israel Love from 🇮🇳❤️🇮🇱', directly expressing love and support for Israel.",38,0.6369,0.344,0.656,0.0,positive,0.5,0.6,positive,0.011768902,0.021603432,0.0032806396,0.04216247,0.0233943,0.009411395
Ugxgxb5PKpoVPRbmTK94AaABAg.9wKlRp9skTo9wjgzpJj7pM,ypTI49HWjuA,@tonystank2680,,@@ABDUL-RAUFATUASIBENIBA-xw2ud  they will return after turning gaza to a parking lot.,I,"Confidence: High | This comment is a direct reply to a comment that was labeled 'P'. The statement 'they will return after turning gaza to a parking lot' implies a willingness to cause extreme destruction in Gaza as a condition for Israeli withdrawal, which is a strong expression of support for Israel's military objectives.",85,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.07270074,0.064458095,0.017416617,0.25462922,0.25140062,0.11002964
